studyid,arm,treatment,classcode,class,n,mean_change,sd_change,data_type,country,duration_weeks,mean_age,pct_female,baseline_scale,baseline_mean,baseline_sd,rob_sequence,rob_allocation,rob_blind_pp,rob_blind_outcome,rob_attrition,rob_reporting,rob_other,rob_score_sequence,rob_score_allocation,rob_score_blind_pp,rob_score_blind_out,rob_score_attrition,rob_high_any
Mahableshwarkar 2013,2,51,29,SNRIs,149,-13.47,9.15,CFB,US,8,42.7,60,HAMD,29.1,5.63,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
Mahableshwarkar 2015a,1,1,1,Placebo,161,-14.442386644210568,4.18,BIN,US,8,42.9,75,MADRS,32.23,4.33,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,0,0,0,1,1,0
Mahableshwarkar 2015a,2,51,29,SNRIs,152,-16.73979185632994,4.39,BIN,US,8,42.9,75,MADRS,32.23,4.33,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,0,0,0,1,1,0
Maina 2007,1,80,41,Counselling individual + AD,17,-10.06,3.466000432775507,BF,Italy,26,35.9,66,HAMD,20.2,2.72,Low risk,Unclear risk,High risk,Low risk,Unclear risk,Unclear risk,Unclear risk,0,1,2,0,1,1
Maina 2007,2,83,42,Short-term psychodynamic psychotherapies individual + AD,18,-10.840000000000002,3.9046988360179586,BF,Italy,26,35.9,66,HAMD,20.2,2.72,Low risk,Unclear risk,High risk,Low risk,Unclear risk,Unclear risk,Unclear risk,0,1,2,0,1,1
Mao 2008,1,41,27,SSRIs,118,-20.9,8.1,CFB,China,8,38.9,56,MADRS,30.64,5.27,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Mao 2008,2,42,27,SSRIs,113,-20.3,10.1,CFB,China,8,38.9,56,MADRS,30.64,5.27,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Marchesi 1998,1,42,27,SSRIs,67,-16.6,6.023288138550238,BF,Italy,10,43.6,74,HAMD,25.39,5.45,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Marchesi 1998,2,45,28,TCAs,75,-17.200000000000003,6.385138996137829,BF,Italy,10,43.6,74,HAMD,25.39,5.45,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Markkula 2019,1,3,3,No treatment,134,-3.8999999999999986,7.462010452954351,BF,Nepal,4,31.5,91,BDI,23.44,8.86,Unclear risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Low risk,1,0,2,1,0,1
Markkula 2019,2,17,13,Counselling individual,124,-14.4,7.846553383492653,BF,Nepal,4,31.5,91,BDI,23.44,8.86,Unclear risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Low risk,1,0,2,1,0,1
Marshall 2008,1,10,9,Cognitive and cognitive behavioural therapies individual,37,-11.48,4.328128925990998,BF,Canada,16,NA,69,HAMD,18.27,3.73,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,Low risk,1,1,2,1,1,1
Marshall 2008,2,18,14,Interpersonal psychotherapy (IPT) individual,35,-10.17,5.655758127784462,BF,Canada,16,NA,69,HAMD,18.27,3.73,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,Low risk,1,1,2,1,1,1
Marshall 2008,3,53,30,Any AD,30,-13.830000000000002,4.6982124260190705,BF,Canada,16,NA,69,HAMD,18.27,3.73,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,Low risk,1,1,2,1,1,1
Mathews 2015,1,1,1,Placebo,281,-13.6,10.06,CFB,US,10,42.3,57,MADRS,31.3,3.35,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Mathews 2015,2,40,27,SSRIs,280,-15.9,10.04,CFB,US,10,42.3,57,MADRS,31.3,3.35,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Matreja 2007,1,40,27,SSRIs,50,-19.2,5.857362887853202,BF,India,6,40.1,55,MADRS,29.65,5.58,Low risk,Unclear risk,High risk,High risk,Unclear risk,Unclear risk,Unclear risk,0,1,2,2,1,1
Matreja 2007,2,44,27,SSRIs,50,-15.100000000000001,5.507050027010832,BF,India,6,40.1,55,MADRS,29.65,5.58,Low risk,Unclear risk,High risk,High risk,Unclear risk,Unclear risk,Unclear risk,0,1,2,2,1,1
McCallum 1975,1,1,1,Placebo,12,-5.5,6.965629906907199,BF,US,3,41.5,83,HAMD,22.599999999999998,5.29,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
McCallum 1975,2,45,28,TCAs,12,-12.599999999999998,7.108445681019164,BF,US,3,41.5,83,HAMD,22.599999999999998,5.29,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
McKnight 1992,1,11,9,Cognitive and cognitive behavioural therapies individual,22,-17.96,8.775710797422622,BF,US,8,37.5,100,BDI,29.97,5.53,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
McKnight 1992,2,46,28,TCAs,21,-16.64,6.157540093251526,BF,US,8,37.5,100,BDI,29.97,5.53,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
McNamara 1986,1,9,8,Behavioural therapies individual,10,-20.4,3.8226692245079223,BF,US,10,NA,NA,BDI,24.27,4.69,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
McNamara 1986,2,11,9,Cognitive and cognitive behavioural therapies individual,10,-18.3,4.828426244647422,BF,US,10,NA,NA,BDI,24.27,4.69,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
McNamara 1986,3,11,9,Cognitive and cognitive behavioural therapies individual,10,-17.31,3.9657155722517468,BF,US,10,NA,NA,BDI,24.27,4.69,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Mehtonen 2000,1,44,27,SSRIs,72,-13.687319730745797,4.5,BIN,Finland,8,42.6,66,HAMD,25.65,4.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Mehtonen 2000,2,52,29,SNRIs,75,-14.130174362352879,3.5,BIN,Finland,8,42.6,66,HAMD,25.65,4.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Mendels 1993,1,1,1,Placebo,75,-10.53,8.98,CFB,US,6,38.5,65,MADRS,29.32,5.65,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Mendels 1993,2,52,29,SNRIs,77,-14.8,9.64,CFB,US,6,38.5,65,MADRS,29.32,5.65,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Mendels 1999,1,1,1,Placebo,91,-55.150000000000006,5.528284931931139,BF,US,4,43,33,HAMD,24,3.35,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Mendels 1999,2,40,27,SSRIs,89,-57.23,5.3779682848257595,BF,US,4,43,33,HAMD,24,3.35,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Miller 1989a,1,1,1,Placebo,22,-6.2,7.2,CFB,UK,4,42.5,68,HAMD,23.5,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
Miller 1989a,2,43,27,SSRIs,19,-6,5.9,CFB,UK,4,42.5,68,HAMD,23.5,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
Miranda 2003/2006,1,5,5,TAU,89,-4.1,4.534412861661364,BF,US,13,29.3,100,HAMD,16.9,5.2,High risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,2,0,2,0,0,1
Miranda 2003/2006,2,14,10,Cognitive and cognitive behavioural therapies group,90,-4.9,4.536794022214366,BF,US,13,29.3,100,HAMD,16.9,5.2,High risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,2,0,2,0,0,1
Miranda 2003/2006,3,53,30,Any AD,88,-8.1,4.452089397125803,BF,US,13,29.3,100,HAMD,16.9,5.2,High risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,2,0,2,0,0,1
Miura 2000,1,43,27,SSRIs,102,-9.2,11.5,CFB,Japan,6,46.5,NA,HAMD,23.85,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Miura 2000,2,45,28,TCAs,114,-10.6,11.1,CFB,Japan,6,46.5,NA,HAMD,23.85,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Moak 2003,1,35,23,Cognitive and cognitive behavioural therapies individual + placebo,44,-10,5.5072679252057455,BF,US,12,41.5,39,HAMD,19.08,2.5,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Moak 2003,2,74,38,Cognitive and cognitive behavioural therapies individual + AD,38,-11.599999999999998,6.128621378417825,BF,US,12,41.5,39,HAMD,19.08,2.5,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Mohr 2011,1,3,3,No treatment,44,-2.2300000000000004,4.997119170081898,BF,US,20,55.9,9,HAMD,20,3.9,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk,1,1,2,0,0,1
Mohr 2011,2,10,9,Cognitive and cognitive behavioural therapies individual,41,-5.399999999999999,4.921595269828677,BF,US,20,55.9,9,HAMD,20,3.9,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk,1,1,2,0,0,1
Moises 1981,1,7,7,Trazodone,16,-9,8.4338603260903,BF,Germany,4,48.7,86,HAMD,25.08,5.15,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Moises 1981,2,45,28,TCAs,20,-14.2,5.866003750424986,BF,Germany,4,48.7,86,HAMD,25.08,5.15,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Moller 1993,1,43,27,SSRIs,81,-18.7,7.53193202306022,BF,Germany & Hungary,6,47.1,NA,HAMD,29.96,6.38,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0
Moller 1993,2,45,28,TCAs,74,-20.4,6.350590523722971,BF,Germany & Hungary,6,47.1,NA,HAMD,29.96,6.38,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0
Moller 1998,1,44,27,SSRIs,62,-13.6,9.3,CFB,"Germany, Hungary, & Czech Republic",6,48.6,70,HAMD,28.69,5.16,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0
Moller 1998,2,45,28,TCAs,59,-16.5,9.4,CFB,"Germany, Hungary, & Czech Republic",6,48.6,70,HAMD,28.69,5.16,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0
Moller 2000,1,44,27,SSRIs,100,-13.8,7.2,CFB,Germany,6,47.9,67,HAMD,24.85,3.74,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0
Moller 2000,2,45,28,TCAs,105,-15.3,7.1,CFB,Germany,6,47.9,67,HAMD,24.85,3.74,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0
Montgomery 1992,1,1,1,Placebo,64,-10.56,7.76,CFB,UK,6,44,69,HAMD,23.69,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Montgomery 1992,2,40,27,SSRIs,68,-11.51,7.76,CFB,UK,6,44,69,HAMD,23.69,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Montgomery 1992,3,40,27,SSRIs,61,-13.31,9.82,CFB,UK,6,44,69,HAMD,23.69,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Montgomery 2004,1,41,27,SSRIs,146,-75.56,6.386706041854399,BF,"Denmark, Finland, France, Germany, Ireland, Spain, & Switzerland",8,48,71,MADRS,28.85,5.19,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Montgomery 2004,2,52,29,SNRIs,142,-76.93,6.639971794448689,BF,"Denmark, Finland, France, Germany, Ireland, Spain, & Switzerland",8,48,71,MADRS,28.85,5.19,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Moore 2005,1,40,27,SSRIs,142,-91.7,6.024330470286226,BF,France,8,45.2,67,MADRS,36,4.6,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Moore 2005,2,41,27,SSRIs,138,-95,6.263439989485686,BF,France,8,45.2,67,MADRS,36,4.6,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Moradveisi 2013,1,8,8,Behavioural therapies individual,50,-59.55,6.5503525790564865,BF,Iran,12,31.4,85,HAMD,21.37,5.32,Low risk,Low risk,High risk,Low risk,High risk,High risk,Low risk,0,0,2,0,2,1
Moradveisi 2013,2,44,27,SSRIs,50,-57.46000000000001,6.6528569087094755,BF,Iran,12,31.4,85,HAMD,21.37,5.32,Low risk,Low risk,High risk,Low risk,High risk,High risk,Low risk,0,0,2,0,2,1
Mowla 2016,1,44,27,SSRIs,28,-9.969999999999999,3.5679125549822546,BF,Iran,6,41.2,60,HAMD,27.68,4,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,0,1,0,1,0,0
Mowla 2016,2,51,29,SNRIs,26,-9.3,3.477067730142742,BF,Iran,6,41.2,60,HAMD,27.68,4,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,0,1,0,1,0,0
Mullin 1996,1,6,6,Mirtazapine,71,-12.3,7.7,CFB,UK,5,44.8,74,HAMD,22.55,3.94,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Mullin 1996,2,45,28,TCAs,71,-13,7.3,CFB,UK,5,44.8,74,HAMD,22.55,3.94,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Mulsant 1999,1,43,27,SSRIs,29,-11.299999999999999,4.222558466143482,BF,US,6,75,74,HAMD,22.44,4.01,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Low risk,0,1,0,1,1,0
Mulsant 1999,2,50,28,TCAs,27,-13.599999999999998,3.536947836765479,BF,US,6,75,74,HAMD,22.44,4.01,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Low risk,0,1,0,1,1,0
Mundt 2012,1,1,1,Placebo,50,-10.7,6.6,CFB,US,4,37.8,63,HAMD,24.76,2.65,Unclear risk,Unclear risk,Low risk,High risk,Unclear risk,High risk,High risk,1,1,0,2,1,1
Mundt 2012,2,44,27,SSRIs,55,-13.4,5.7,CFB,US,4,37.8,63,HAMD,24.76,2.65,Unclear risk,Unclear risk,Low risk,High risk,Unclear risk,High risk,High risk,1,1,0,2,1,1
Munizza 2006,1,7,7,Trazodone,62,-12.9,9.06,CFB,"Hungary, Italy, Poland, Portugal, Spain, & Slovak Republic",6,45.9,65,HAMD,21.8,1.71,High risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,0,0,1,0,1
Munizza 2006,2,44,27,SSRIs,59,-11.5,8.3,CFB,"Hungary, Italy, Poland, Portugal, Spain, & Slovak Republic",6,45.9,65,HAMD,21.8,1.71,High risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,0,0,1,0,1
Murphy 1984,1,10,9,Cognitive and cognitive behavioural therapies individual,19,-12.049999999999999,5.3401123583685015,BF,US,12,33.8,74,HAMD,19.860000000000003,3.97,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1
Murphy 1984,2,34,23,Cognitive and cognitive behavioural therapies individual + placebo,17,-15.590000000000002,5.020239038133543,BF,US,12,33.8,74,HAMD,19.860000000000003,3.97,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1
Murphy 1984,3,50,28,TCAs,16,-12.690000000000001,4.387949407183269,BF,US,12,33.8,74,HAMD,19.860000000000003,3.97,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1
Murphy 1984,4,72,38,Cognitive and cognitive behavioural therapies individual + AD,18,-13.34,5.63521073252811,BF,US,12,33.8,74,HAMD,19.860000000000003,3.97,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1
Murri 2015,1,44,27,SSRIs,42,-8.7,5.1293274412928644,BF,Italy,24,75.2,71,HAMD,20.1,3.06,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk,1,1,2,0,0,1
Murri 2015,2,90,47,Exercise group + AD,42,-12.700000000000001,3.671511950137164,BF,Italy,24,75.2,71,HAMD,20.1,3.06,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk,1,1,2,0,0,1
Murri 2015,3,91,47,Exercise group + AD,37,-11.600000000000001,4.011234224026317,BF,Italy,24,75.2,71,HAMD,20.1,3.06,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk,1,1,2,0,0,1
Mynors-Wallis 1995,1,1,1,Placebo,26,-6.599999999999998,6.322183167229498,BF,UK,12,37.1,77,HAMD,18.99,4.46,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,1,0,2,0,0,1
Mynors-Wallis 1995,2,15,11,Problem solving individual,29,-12.299999999999999,6.005830500438719,BF,UK,12,37.1,77,HAMD,18.99,4.46,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,1,0,2,0,0,1
Mynors-Wallis 1995,3,45,28,TCAs,27,-11.000000000000002,6.274551776820396,BF,UK,12,37.1,77,HAMD,18.99,4.46,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,1,0,2,0,0,1
NCT01020799,1,1,1,Placebo,94,-11.45,10.18,CFB,US,4,39.9,48,MADRS,31.2,4.13,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
NCT01020799,2,41,27,SSRIs,49,-11.7,10.99,CFB,US,4,39.9,48,MADRS,31.2,4.13,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
NKD20006 (NCT00048204),1,1,1,Placebo,118,-10.9,7.8,CFB,US,8,38,60,HAMD,24.6,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
NKD20006 (NCT00048204),2,43,27,SSRIs,117,-11.1,7.9,CFB,US,8,38,60,HAMD,24.6,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Naeem 2014,1,4,4,Waitlist,89,-2.9000000000000004,3.4597687784012385,BF,Pakistan,12,33.4,44,HADS-D,13.15,3.07,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1
Naeem 2014,2,20,16,Self-help,94,-6.8,3.504283093587046,BF,Pakistan,12,33.4,44,HADS-D,13.15,3.07,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1
Naeem 2015,1,3,3,No treatment,68,-7.5,3.758989225842501,BF,Pakistan,12,31.7,60,HADS-D,15.2,3.68,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1
Naeem 2015,2,11,9,Cognitive and cognitive behavioural therapies individual,69,-10.9,3.616628264005025,BF,Pakistan,12,31.7,60,HADS-D,15.2,3.68,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1
Navarro 2001,1,40,27,SSRIs,29,-71.83,5.863369624884997,BF,Spain,12,70.7,64,HAMD,26.759999999999998,4.1,Unclear risk,Unclear risk,High risk,Low risk,Low risk,High risk,Low risk,1,1,2,0,0,1
Navarro 2001,2,50,28,TCAs,29,-73.53,5.840837420778737,BF,Spain,12,70.7,64,HAMD,26.759999999999998,4.1,Unclear risk,Unclear risk,High risk,Low risk,Low risk,High risk,Low risk,1,1,2,0,0,1
Nemeroff 2007,1,1,1,Placebo,102,-10.691268245194767,3.3,BIN,US,6,39.5,63,HAMD,23.63,3.22,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Nemeroff 2007,2,42,27,SSRIs,104,-11.307523684578351,3.2,BIN,US,6,39.5,63,HAMD,23.63,3.22,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Nemeroff 2007,3,52,29,SNRIs,102,-11.75,3.2,BIN,US,6,39.5,63,HAMD,23.63,3.22,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Nezu 1989,1,4,4,Waitlist,11,-2.539999999999999,6.732852293047873,BF,US,10,45.8,86,BDI,26.98,4.75,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,2,1,0,1
Nezu 1989,2,16,12,Problem solving group,14,-19.43,3.138040790047191,BF,US,10,45.8,86,BDI,26.98,4.75,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,2,1,0,1
Nezu 1989,3,16,12,Problem solving group,14,-14.71,5.800801668735106,BF,US,10,45.8,86,BDI,26.98,4.75,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,2,1,0,1
Nierenberg 2007,1,1,1,Placebo,137,-5.97,6.79,CFB,US,8,42.3,65,HAMD,17.7,5,High risk,Low risk,Low risk,High risk,Low risk,High risk,High risk,2,0,0,2,0,1
Nierenberg 2007,2,41,27,SSRIs,274,-7.22,6.62,CFB,US,8,42.3,65,HAMD,17.7,5,High risk,Low risk,Low risk,High risk,Low risk,High risk,High risk,2,0,0,2,0,1
Nierenberg 2007,3,51,29,SNRIs,273,-7.61,6.94,CFB,US,8,42.3,65,HAMD,17.7,5,High risk,Low risk,Low risk,High risk,Low risk,High risk,High risk,2,0,0,2,0,1
Noguera 1991,1,42,27,SSRIs,60,-18.09,4.743616763609809,BF,NR,6,46.2,73,HAMD,24.45,5.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Noguera 1991,2,47,28,TCAs,60,-17.94,5.043599904829882,BF,NR,6,46.2,73,HAMD,24.45,5.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Nyth 1992,1,1,1,Placebo,45,-6.699999999999999,8.450443775329198,BF,"Denmark, Norway & Sweden",6,76.7,69,MADRS,25.52,9.5,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0
Nyth 1992,2,40,27,SSRIs,88,-13.1,10,BF,"Denmark, Norway & Sweden",6,76.7,69,MADRS,25.52,9.5,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0
Olie 1997,1,1,1,Placebo,129,-66.6,6.704598545464366,BF,France,6,43.8,63,MADRS,28.65,5.07,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Olie 1997,2,44,27,SSRIs,129,-70.1,6.1425994783919995,BF,France,6,43.8,63,MADRS,28.65,5.07,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Ontiveros 1997,1,42,27,SSRIs,52,-15.7,9.5,CFB,Mexico,6,40.9,73,HAMD,26.3,5.69,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Ontiveros 1997,2,43,27,SSRIs,58,-16.4,8.4,CFB,Mexico,6,40.9,73,HAMD,26.3,5.69,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Ou 2011,1,40,27,SSRIs,117,-13.8,7.5,CFB,China,6,36.6,56,HAMD,22.95,4.2,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0
Ou 2011,2,41,27,SSRIs,115,-14.7,8.2,CFB,China,6,36.6,56,HAMD,22.95,4.2,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0
Owens 2008,1,43,27,SSRIs,40,-16.7,8.59,CFB,US,8,NA,64,MADRS,28.600000000000005,5.5,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Owens 2008,2,52,29,SNRIs,41,-17.3,8.99,CFB,US,8,NA,64,MADRS,28.600000000000005,5.5,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Ozdemir 2015,1,52,29,SNRIs,25,-21.880000000000003,6.2150543038657355,BF,Turkey,8,35.8,54,HAMD,29.58,6.5,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,1,2,1,0,1
Ozdemir 2015,2,99,50,Light therapy + AD,25,-24.16,5.344221178057659,BF,Turkey,8,35.8,54,HAMD,29.58,6.5,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,1,2,1,0,1
PAR 01 001 (GSK & FDA),1,1,1,Placebo,21,-11.33,7.93,CFB,US,6,43.1,35,HAMD,27.7,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
PAR 01 001 (GSK & FDA),2,43,27,SSRIs,22,-13.36,7.93,CFB,US,6,43.1,35,HAMD,27.7,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Paslakis 2010,1,6,6,Mirtazapine,37,-13.1,4.422668877499197,BF,Germany,4,51.7,69,HAMD,22.41,4.05,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1
Paslakis 2010,2,52,29,SNRIs,33,-13.899999999999999,6.471475874945375,BF,Germany,4,51.7,69,HAMD,22.41,4.05,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1
Perahia 2006,1,1,1,Placebo,99,-51.3,5.632946712496982,BF,"Bulgaria, Croatia, Hungary, Poland, Romania, Russia, & Slovakia",8,45.2,70,HAMD,21.08,3.68,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
